STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
722740,23160, 19881028,   70.6,24,   51.7,24, 1011.8,24,  925.1,24,  40.6,24,   6.1,24,   8.9, 999.9,   87.1 ,  57.9 , 0.00D,999.9, 000000,
722740,23160, 19881029,   71.0,24,   52.8,24, 1014.3,24,  927.4,24,  39.8,24,   7.3,24,  11.1, 999.9,   86.0 ,  57.9 , 0.00D,999.9, 000000,
722740,23160, 19881030,   71.1,24,   50.6,24, 1013.9,24,  927.1,24,  41.4,24,   7.6,24,  11.1, 999.9,   87.1 ,  59.0 , 0.00D,999.9, 000000,
722740,23160, 19881031,   69.7,24,   43.4,24, 1014.8,24,  927.8,24,  40.6,24,   9.1,24,  15.9, 999.9,   88.0*,  55.9 , 0.00D,999.9, 000000,
722740,23160, 19881101,   75.3,24,   38.3,24, 1013.5,24,  927.0,24,  39.4,24,  10.4,24,  15.0,  20.0,   88.0 ,  55.9 , 0.00D,999.9, 000000,
722740,23160, 19881102,   69.0,24,   39.7,24, 1011.6,24,  924.9,24,  38.9,24,   6.6,24,   8.9, 999.9,   88.0 ,  54.0 , 0.00D,999.9, 000000,
722740,23160, 19881103,   65.6,24,   39.0,24, 1012.1,24,  924.9,24,  38.9,24,   7.5,24,  12.0, 999.9,   82.9*,  52.0 , 0.00D,999.9, 000000,
722740,23160, 19881104,   67.0,24,   43.1,24, 1013.8,24,  926.6,24,  38.9,24,   8.0,24,  12.0, 999.9,   84.9*,  52.0 , 0.00D,999.9, 000000,
722740,23160, 19881105,   67.0,24,   42.4,24, 1014.0,24,  926.8,24,  38.7,24,   6.9,24,  10.1, 999.9,   88.0*,  51.1 , 0.00D,999.9, 000000,
722740,23160, 19881106,   69.4,24,   40.0,24, 1011.7,24,  924.8,24,  38.1,24,   7.8,24,  12.0, 999.9,   90.0*,  51.1 , 0.00D,999.9, 000000,
722740,23160, 19881107,   70.8,24,   42.4,24, 1011.6,24,  924.8,24,  38.9,24,   9.5,24,  14.0,  19.0,   90.0 ,  55.9 , 0.00D,999.9, 000000,
722740,23160, 19881108,   70.6,24,   48.4,24, 1012.5,24,  925.8,24,  35.6,24,   9.0,24,  17.1, 999.9,   87.1 ,  57.0 , 0.00D,999.9, 000000,
722740,23160, 19881109,   65.8,24,   44.8,24, 1014.0,24,  926.8,24,  38.9,24,   7.5,24,  14.0, 999.9,   84.0 ,  51.1 , 0.00D,999.9, 000000,
722740,23160, 19881110,   64.8,24,   38.5,24, 1014.5,24,  927.1,24,  39.4,24,   8.1,24,  11.1, 999.9,   82.0*,  50.0 , 0.00D,999.9, 000000,
722740,23160, 19881111,   63.1,24,   35.8,24, 1011.6,24,  924.3,24,  38.9,24,   9.2,24,  18.1,  24.1,   82.9 ,  46.9 , 0.00D,999.9, 000000,
722740,23160, 19881112,   61.2,24,   40.5,24, 1014.6,24,  926.9,24,  43.5,24,   7.2,24,  14.0, 999.9,   78.1*,  46.0 , 0.00D,999.9, 000000,
722740,23160, 19881113,   63.2,24,   34.4,24, 1014.5,24,  926.8,24,  42.7,24,   6.7,24,  10.1, 999.9,   81.0*,  46.0 , 0.00D,999.9, 000000,
722740,23160, 19881114,   66.1,24,   38.3,24, 1011.6,24,  924.5,24,  38.7,24,  10.8,24,  24.1,  31.1,   82.0 ,  50.0 , 0.00D,999.9, 000000,
722740,23160, 19881115,   54.4,24,   33.4,24, 1014.7,24,  926.7,24,  38.1,24,  10.5,24,  25.1,  39.0,   82.0 ,  41.0 , 0.07G,999.9, 010000,
722740,23160, 19881116,   48.1,24,   27.1,24, 1019.5,24,  930.2,24,  43.9,24,   6.7,24,  10.1, 999.9,   66.0*,  34.0 , 0.00D,999.9, 000000,
722740,23160, 19881117,   53.2,24,   23.0,24, 1013.5,24,  924.9,24,  41.8,24,   8.1,24,  15.0, 999.9,   73.9*,  34.0 , 0.00D,999.9, 000000,
722740,23160, 19881118,   55.0,24,   23.3,24, 1008.6,24,  921.1,24,  38.3,24,  10.6,24,  17.1,  21.0,   73.9 ,  39.0 , 0.00D,999.9, 010000,
722740,23160, 19881119,   46.4,24,   21.5,24, 1018.7,24,  929.3,24,  43.9,24,   6.1,24,  12.0, 999.9,   60.1*,  32.0 , 0.00D,999.9, 000000,
722740,23160, 19881120,   46.8,24,   20.2,24, 1019.2,24,  929.7,24,  44.7,24,   7.1,24,  11.1, 999.9,   66.0*,  32.0 , 0.00D,999.9, 000000,
722740,23160, 19881121,   48.5,24,   17.8,24, 1018.7,24,  929.4,24,  43.5,24,   7.2,24,  11.1, 999.9,   69.1*,  32.0 , 0.00D,999.9, 000000,
722740,23160, 19881122,   50.6,24,   17.0,24, 1019.2,24,  930.0,24,  41.4,24,   7.5,24,  12.0, 999.9,   72.0*,  34.0 , 0.00D,999.9, 000000,
722740,23160, 19881123,   55.1,24,   13.7,24, 1017.2,24,  928.4,24,  44.7,24,   7.6,24,  12.0, 999.9,   78.1*,  35.1 , 0.00D,999.9, 000000,
722740,23160, 19881124,   55.4,24,   15.3,24, 1012.2,24,  924.2,24,  43.1,24,   7.8,24,  15.9, 999.9,   78.1 ,  39.9 , 0.00D,999.9, 000000,
722740,23160, 19881125,   47.1,24,   35.3,24, 1010.9,24,  922.5,24,  27.3,24,   7.0,24,  18.1, 999.9,   71.1 ,  39.0 , 0.37G,999.9, 010010,
722740,23160, 19881126,   48.8,24,   44.3,24, 1010.7,24,  922.0,24,  18.0,24,   8.2,24,  14.0,  19.0,   55.9*,  39.0 , 0.31G,999.9, 110000,
722740,23160, 19881127,   46.3,24,   38.3,24, 1019.5,24,  930.0,24,  18.8,24,   5.1,24,   8.0, 999.9,   60.1*,  37.0 , 0.11G,999.9, 100000,
722740,23160, 19881128,   52.4,24,   29.4,24, 1019.8,24,  930.5,24,  54.3,24,   9.7,24,  18.1, 999.9,   71.1*,  37.0 , 0.00G,999.9, 000000,
722740,23160, 19881129,   50.0,24,   31.1,24, 1019.9,24,  930.8,24,  39.8,24,   6.3,24,  10.1, 999.9,   72.0 ,  35.1 , 0.00D,999.9, 000000,
722740,23160, 19881130,   48.8,24,   29.9,24, 1023.3,24,  933.6,24,  45.6,24,   6.8,24,  11.1, 999.9,   68.0*,  34.0 , 0.00D,999.9, 000000,
722740,23160, 19881201,   56.3,24,   22.0,24, 1021.4,24,  932.4,24,  39.8,24,  12.7,24,  21.0,  28.9,   73.0*,  34.0 , 0.00D,999.9, 000000,
722740,23160, 19881202,   61.3,24,   21.4,24, 1020.6,24,  932.2,24,  38.9,24,  12.3,24,  19.0,  24.1,   75.9*,  48.0 , 0.00D,999.9, 000000,
722740,23160, 19881203,   57.9,24,   27.1,24, 1021.3,24,  932.7,24,  46.4,24,   8.2,24,  11.1, 999.9,   75.9 ,  44.1 , 0.00D,999.9, 000000,
722740,23160, 19881204,   59.0,24,   25.7,24, 1022.5,24,  933.7,24,  46.4,24,  10.2,24,  20.0,  26.0,   75.9 ,  44.1 , 0.00D,999.9, 000000,
722740,23160, 19881205,   62.1,24,   30.1,24, 1019.7,24,  931.5,24,  36.5,24,  11.2,24,  18.1,  21.0,   73.9 ,  48.0 , 0.00D,999.9, 000000,
722740,23160, 19881206,   56.0,24,   35.4,24, 1017.7,24,  929.4,24,  33.1,24,   5.8,24,  10.1, 999.9,   73.9 ,  42.1 , 0.00C,999.9, 000000,
722740,23160, 19881207,   54.4,24,   36.8,24, 1011.4,24,  923.3,24,  36.0,24,   6.7,24,  10.1, 999.9,   72.0 ,  42.1 , 0.00D,999.9, 000000,
722740,23160, 19881208,   50.4,24,   30.9,24, 1010.1,24,  921.8,24,  38.1,24,  11.2,24,  22.9,  29.9,   66.9 ,  43.0 , 0.00D,999.9, 000000,
722740,23160, 19881209,   47.0,24,   31.0,24, 1017.1,24,  927.8,24,  35.4,24,  16.9,24,  28.0,  35.0,   55.9*,  44.1 , 0.00D,999.9, 010000,
722740,23160, 19881210,   47.1,24,   33.9,24, 1016.6,24,  927.4,24,  33.6,24,   9.4,24,  18.1,  22.9,   60.1*,  37.9 , 0.02G,999.9, 010000,
722740,23160, 19881211,   46.8,24,   34.2,24, 1021.8,24,  932.1,24,  38.5,24,   6.0,24,   8.9, 999.9,   64.9*,  32.5 , 0.00G,999.9, 000000,
722740,23160, 19881212,   50.1,24,   31.6,24, 1022.6,24,  933.0,24,  38.9,24,   7.1,24,  10.1, 999.9,   72.0*,  33.1 , 0.00D,999.9, 000000,
722740,23160, 19881213,   59.7,24,   23.3,24, 1017.6,24,  929.2,24,  38.5,24,  11.1,24,  20.0,  28.0,   75.0*,  36.0 , 0.00D,999.9, 000000,
722740,23160, 19881214,   54.7,24,   25.5,24, 1014.9,24,  926.6,24,  38.1,24,   7.7,24,  12.0, 999.9,   75.9 ,  42.1 , 0.00D,999.9, 000000,
722740,23160, 19881215,   59.8,24,   23.2,24, 1012.8,24,  924.9,24,  39.8,24,   9.0,24,  15.0,  21.0,   73.0 ,  42.1 , 0.00D,999.9, 000000,
722740,23160, 19881216,   57.5,24,   27.1,24, 1019.2,24,  930.8,24,  38.5,24,   8.9,24,  14.0, 999.9,   75.0*,  43.0 , 0.00D,999.9, 000000,
722740,23160, 19881217,   65.5,24,   30.7,24, 1018.8,24,  930.9,24,  38.1,24,   9.8,24,  13.0, 999.9,   80.1*,  43.0 , 0.00D,999.9, 000000,
722740,23160, 19881218,   60.3,24,   35.7,24, 1016.6,23,  928.8,24,  38.1,24,   7.9,24,  12.0, 999.9,   80.1 ,  48.9 , 0.00D,999.9, 000000,
722740,23160, 19881219,   50.2,24,   33.8,24, 1014.0,24,  925.5,24,  38.1,24,   6.4,24,  10.1, 999.9,   72.0 ,  37.9 , 0.00D,999.9, 000000,
722740,23160, 19881220,   44.9,24,   25.5,24, 1018.1,24,  928.6,24,  38.1,24,   6.6,24,  10.1, 999.9,   62.1*,  30.9 , 0.00D,999.9, 000000,
722740,23160, 19881221,   46.6,24,   22.8,24, 1018.1,24,  928.7,24,  37.7,24,   7.1,24,  12.0, 999.9,   64.0*,  24.1 , 0.00D,999.9, 010000,
722740,23160, 19881222,   47.9,24,   27.8,24, 1019.5,24,  930.1,24,  38.5,24,   7.5,24,  11.1, 999.9,   66.0 ,  33.1 , 0.00D,999.9, 000000,
722740,23160, 19881223,   46.2,24,   24.7,24, 1019.2,24,  929.6,24,  38.1,24,   7.6,24,  15.0,  20.0,   63.0 ,  33.1 , 0.00D,999.9, 000000,
722740,23160, 19881224,   45.7,24,   19.5,24, 1018.9,24,  929.2,24,  38.1,24,   7.2,24,  11.1, 999.9,   68.0*,  30.9 , 0.00D,999.9, 000000,
722740,23160, 19881225,   52.6,24,   11.3,24, 1010.9,24,  922.5,24,  38.1,24,   9.9,24,  22.0,  27.0,   68.0 ,  30.9 , 0.00D,999.9, 000000,
722740,23160, 19881226,   44.0,24,   30.2,24, 1012.9,24,  924.1,24,  31.9,24,   9.4,24,  22.0, 999.9,   66.9 ,  32.0 , 0.01G,999.9, 010000,
722740,23160, 19881227,   35.4,24,   24.9,24, 1022.4,24,  931.7,24,  36.5,24,   5.8,24,   8.0, 999.9,   48.9*,  25.0 , 0.02G,999.9, 011000,
722740,23160, 19881228,   36.1,24,   13.7,24, 1020.0,24,  929.4,24,  42.7,24,   7.0,24,  11.1, 999.9,   52.0*,  25.0 , 0.00D,999.9, 000000,
722740,23160, 19881229,   34.3,24,   15.7,24, 1019.0,24,  928.4,24,  39.6,24,   6.8,24,  12.0, 999.9,   53.1 ,  19.9 , 0.00D,999.9, 000000,
722740,23160, 19881230,   34.9,24,   17.0,24, 1021.9,24,  931.0,24,  36.9,24,   6.9,24,  12.0, 999.9,   52.0*,  19.9 , 0.00D,999.9, 000000,
722740,23160, 19881231,   41.0,24,   13.5,24, 1018.1,24,  927.9,24,  45.4,24,   7.6,24,  11.1, 999.9,   64.9*,  21.9 , 0.00D,999.9, 000000,
722740,23160, 19890101,   46.7,24,   16.2,24, 1012.9,24,  923.8,24,  46.4,24,   7.1,24,  11.1, 999.9,   68.0*,  26.1 , 0.00D,999.9, 000000,
722740,23160, 19890102,   48.2,24,   21.4,24, 1015.4,24,  926.4,24,  39.8,24,   7.0,24,  14.0, 999.9,   69.1 ,  28.9 , 0.00D,999.9, 000000,
722740,23160, 19890103,   53.4,24,   36.9,24, 1018.6,24,  929.5,24,  40.4,24,   8.9,24,  18.1,  22.9,   73.0*,  37.9 , 0.00D,999.9, 010000,
722740,23160, 19890104,   60.0,24,   45.7,24, 1014.6,24,  926.8,24,  31.2,24,  13.8,24,  22.9,  25.1,   73.0 ,  41.0 , 0.48G,999.9, 010000,
722740,23160, 19890105,   49.9,24,   41.7,24, 1020.1,24,  931.0,24,  40.0,24,   6.2,24,  12.0, 999.9,   62.1 ,  39.0 , 0.43G,999.9, 000000,
722740,23160, 19890106,   47.3,24,   37.6,24, 1015.3,24,  926.3,24,  39.8,24,   8.9,24,  17.1, 999.9,   63.0 ,  37.0 , 0.00G,999.9, 000000,
722740,23160, 19890107,   40.3,24,   27.0,24, 1019.1,24,  929.2,24,  38.7,24,   7.6,24,  18.1, 999.9,   57.9 ,  28.9 , 0.19G,999.9, 110000,
722740,23160, 19890108,   36.4,24,   19.5,24, 1023.9,23,  932.9,24,  43.9,24,   5.7,24,  12.0, 999.9,   50.0 ,  24.1 , 0.00D,999.9, 000000,
722740,23160, 19890109,   39.2,24,   19.4,24, 1025.6,24,  934.7,24,  41.4,24,   8.2,24,  15.9,  22.0,   55.9*,  24.1 , 0.00D,999.9, 000000,
722740,23160, 19890110,   44.0,24,   22.0,24, 1020.5,24,  930.4,24,  46.0,24,   5.9,24,  11.1, 999.9,   69.1*,  25.0 , 0.00D,999.9, 000000,
722740,23160, 19890111,   48.4,24,   25.3,24, 1015.4,24,  926.3,24,  43.1,24,   8.9,24,  18.1, 999.9,   70.0 ,  30.9 , 0.00D,999.9, 000000,
722740,23160, 19890112,   41.6,24,   21.1,24, 1019.8,24,  930.1,24,  38.9,24,   8.4,24,  15.0,  20.0,   62.1 ,  27.0 , 0.00D,999.9, 000000,
722740,23160, 19890113,   44.6,24,   16.4,24, 1022.7,24,  932.5,24,  32.3,24,  10.5,24,  19.0,  20.0,   55.9*,  27.0 , 0.00D,999.9, 000000,
722740,23160, 19890114,   43.1,24,   17.3,24, 1022.2,24,  932.1,24,  37.3,24,   7.3,24,  11.1, 999.9,   62.1*,  30.0 , 0.00D,999.9, 000000,
722740,23160, 19890115,   43.3,24,   18.3,24, 1022.4,24,  932.4,24,  38.1,24,   6.5,24,   8.9, 999.9,   62.1 ,  28.9 , 0.00D,999.9, 000000,
722740,23160, 19890116,   44.6,24,   21.0,24, 1022.6,24,  932.5,24,  36.0,24,   6.9,24,  10.1, 999.9,   68.0*,  28.9 , 0.00D,999.9, 000000,
722740,23160, 19890117,   48.6,24,   20.2,24, 1019.5,24,  930.0,24,  37.5,24,   7.7,24,  12.0, 999.9,   70.0*,  32.0 , 0.00D,999.9, 000000,
722740,23160, 19890118,   51.6,24,   23.0,24, 1018.2,24,  929.2,24,  37.3,24,   6.9,24,  12.0, 999.9,   71.1*,  33.1 , 0.00D,999.9, 000000,
722740,23160, 19890119,   51.6,24,   20.9,24, 1017.4,24,  928.4,24,  38.1,24,   7.0,24,  11.1, 999.9,   73.0*,  35.1 , 0.00D,999.9, 000000,
722740,23160, 19890120,   56.9,24,   19.0,24, 1019.2,24,  930.5,24,  35.2,24,  13.4,24,  22.0,  29.9,   73.0 ,  35.1 , 0.00D,999.9, 000000,
722740,23160, 19890121,   57.4,24,   22.6,24, 1017.8,24,  929.5,24,  33.1,24,  16.2,24,  22.9,  27.0,   69.1 ,  42.1 , 0.00D,999.9, 000000,
722740,23160, 19890122,   57.4,24,   27.2,24, 1013.7,24,  925.6,24,  39.4,24,   8.3,24,  15.0,  19.0,   73.9*,  42.1 , 0.00D,999.9, 000000,
722740,23160, 19890123,   56.9,24,   26.7,24, 1011.9,24,  923.9,24,  40.6,24,  10.0,24,  15.0,  20.0,   73.9 ,  42.1 , 0.00D,999.9, 000000,
722740,23160, 19890124,   55.5,24,   28.8,24, 1010.2,24,  922.4,24,  40.2,24,  10.4,24,  20.0,  25.1,   73.0 ,  44.1 , 0.00D,999.9, 000000,
722740,23160, 19890125,   49.6,24,   35.3,24, 1012.7,24,  924.1,24,  38.5,24,   7.2,24,  17.1, 999.9,   64.0 ,  41.0 , 0.05G,999.9, 010000,
722740,23160, 19890126,   48.0,24,   33.8,24, 1014.5,24,  925.5,24,  38.5,24,   9.2,24,  17.1,  24.1,   64.0*,  35.1 , 0.00D,999.9, 000000,
722740,23160, 19890127,   46.9,24,   37.1,24, 1016.9,24,  927.7,24,  30.9,24,   6.0,24,  10.1, 999.9,   64.9 ,  35.1 , 0.00D,999.9, 010000,
722740,23160, 19890128,   42.9,24,   35.6,24, 1019.2,24,  929.3,24,  34.0,24,   6.7,24,  13.0, 999.9,   55.9*,  34.0 , 0.24G,999.9, 010000,
722740,23160, 19890129,   43.5,24,   30.0,24, 1017.3,24,  927.7,24,  42.3,24,   6.7,24,  12.0, 999.9,   63.0*,  30.0 , 0.10G,999.9, 000000,
722740,23160, 19890130,   53.2,24,   27.4,24, 1018.9,24,  929.8,24,  43.5,24,  10.1,24,  15.9,  25.1,   71.1*,  30.0 , 0.00G,999.9, 000000,
722740,23160, 19890131,   56.1,24,   27.8,24, 1016.8,24,  928.3,24,  38.5,24,   7.6,24,  12.0, 999.9,   71.1 ,  42.1 , 0.00D,999.9, 000000,
722740,23160, 19890201,   57.2,24,   31.9,24, 1013.7,24,  925.6,24,  38.9,24,   6.8,24,  11.1, 999.9,   70.0 ,  42.1 , 0.00D,999.9, 000000,
722740,23160, 19890202,   55.7,24,   36.7,24, 1014.0,24,  925.8,24,  39.4,24,   8.5,24,  14.0,  18.1,   69.1 ,  42.1 , 0.00D,999.9, 000000,
722740,23160, 19890203,   56.1,24,   33.2,24, 1017.5,24,  929.0,24,  44.3,24,   9.5,24,  14.0, 999.9,   72.0*,  39.0 , 0.00D,999.9, 000000,
722740,23160, 19890204,   54.2,24,   27.9,24, 1015.4,24,  927.0,24,  44.3,24,   8.0,24,  17.1,  22.9,   72.0 ,  37.9 , 0.00D,999.9, 000000,
722740,23160, 19890205,   58.8,24,   29.0,24, 1010.6,24,  922.8,24,  39.8,24,  14.4,24,  19.0,  26.0,   71.1 ,  37.9 , 0.00D,999.9, 000000,
722740,23160, 19890206,   40.5,24,   31.3,24, 1015.1,24,  925.8,24,  24.9,24,   8.6,24,  15.9, 999.9,   48.9*,  34.0 , 0.23G,999.9, 111000,
722740,23160, 19890207,   40.3,24,   23.1,24, 1019.1,24,  929.1,24,  37.3,24,   6.3,24,  11.1, 999.9,   53.1*,  30.9 , 0.02G,999.9, 000000,
722740,23160, 19890208,   46.4,24,   29.0,24, 1021.5,24,  931.5,24,  37.5,24,   5.9,24,  12.0, 999.9,   70.0*,  30.9 , 0.00G,999.9, 000000,
722740,23160, 19890209,   60.3,24,   27.1,24, 1021.8,24,  933.2,24,  37.3,24,  11.6,24,  18.1,  24.1,   73.0*,  52.0*, 0.00C,999.9, 000000,
722740,23160, 19890210,   62.5,24,   30.6,24, 1022.5,24,  934.1,24,  39.4,24,   7.0,24,  13.0, 999.9,   77.0*,  48.9 , 0.00D,999.9, 000000,
722740,23160, 19890211,   58.6,24,   36.5,24, 1020.1,24,  931.7,24,  39.8,24,   7.0,24,  12.0, 999.9,   78.1 ,  44.1 , 0.00D,999.9, 000000,
722740,23160, 19890212,   54.0,24,   28.0,24, 1014.5,24,  926.2,24,  44.3,24,   7.0,24,  15.9, 999.9,   73.9 ,  39.0 , 0.00D,999.9, 000000,
722740,23160, 19890213,   51.0,24,   17.7,24, 1011.9,24,  923.5,24,  41.0,24,   7.8,24,  18.1, 999.9,   70.0 ,  34.0 , 0.00D,999.9, 000000,
722740,23160, 19890214,   47.5,24,   21.5,24, 1013.3,24,  924.4,24,  43.1,24,   6.5,24,  11.1, 999.9,   63.0 ,  34.0 , 0.00D,999.9, 000000,
722740,23160, 19890215,   53.2,24,   28.5,24, 1019.5,24,  930.5,24,  42.3,24,   7.4,24,  15.9, 999.9,   66.9*,  35.1 , 0.00D,999.9, 000000,
722740,23160, 19890216,   54.7,24,   28.3,24, 1020.9,24,  931.9,24,  42.7,24,   7.8,24,  13.0, 999.9,   77.0*,  39.0 , 0.00D,999.9, 000000,
722740,23160, 19890217,   61.4,24,   32.6,24, 1019.8,24,  931.5,24,  46.8,24,   9.6,24,  18.1,  21.0,   79.0 ,  39.0 , 0.00D,999.9, 000000,
722740,23160, 19890218,   63.2,24,   34.4,24, 1016.0,24,  928.3,24,  44.3,24,  11.8,24,  21.0,  28.9,   78.1 ,  46.0 , 0.00D,999.9, 000000,
722740,23160, 19890219,   61.5,24,   28.2,24, 1010.6,24,  923.2,24,  43.1,24,   7.3,24,  17.1,  22.0,   78.1 ,  45.0 , 0.00D,999.9, 000000,
722740,23160, 19890220,   60.6,24,   26.8,24, 1011.1,24,  923.7,24,  37.9,24,   8.4,24,  19.0,  26.0,   78.1 ,  45.0 , 0.00D,999.9, 000000,
722740,23160, 19890221,   55.0,24,   19.5,24, 1019.4,24,  930.7,24,  46.8,24,   7.8,24,  17.1,  22.0,   72.0*,  36.0 , 0.00D,999.9, 000000,
722740,23160, 19890222,   57.9,24,   15.3,24, 1022.3,24,  933.4,24,  45.6,24,   8.4,24,  14.0,  19.0,   81.0*,  36.0 , 0.00D,999.9, 000000,
722740,23160, 19890223,   64.8,24,   15.7,24, 1018.2,24,  930.3,24,  44.3,24,   7.4,24,  12.0, 999.9,   87.1*,  39.9 , 0.00D,999.9, 000000,
722740,23160, 19890224,   66.3,24,   17.8,24, 1017.0,24,  929.4,24,  44.3,24,   8.7,24,  14.0, 999.9,   87.1 ,  46.0 , 0.00D,999.9, 000000,
722740,23160, 19890225,   67.0,24,   19.7,24, 1018.5,24,  930.9,24,  37.7,24,   8.0,24,  12.0, 999.9,   89.1 ,  48.9 , 0.00D,999.9, 000000,
722740,23160, 19890226,   64.5,24,   21.7,24, 1016.8,24,  929.2,24,  38.5,24,   8.5,24,  15.0, 999.9,   87.1 ,  46.9 , 0.00D,999.9, 000000,
722740,23160, 19890227,   66.9,24,   29.9,24, 1009.5,24,  922.7,24,  47.2,24,   8.5,24,  17.1,  25.1,   84.9 ,  46.9 , 0.00D,999.9, 000000,
722740,23160, 19890228,   66.2,24,   30.0,24, 1006.3,24,  919.7,24,  44.5,24,   7.9,24,  14.0,  19.0,   82.0 ,  51.1 , 0.00D,999.9, 000000,
722740,23160, 19890301,   66.4,24,   32.4,24, 1008.9,24,  922.2,24,  41.8,24,   7.9,24,  15.0,  21.0,   82.0 ,  50.0 , 0.00D,999.9, 000000,
722740,23160, 19890302,   61.2,24,   28.6,24, 1009.6,24,  922.4,24,  36.5,24,   8.5,24,  15.9,  27.0,   80.1 ,  48.0 , 0.00D,999.9, 010000,
722740,23160, 19890303,   58.0,24,   35.3,24, 1002.4,24,  915.5,24,  34.4,24,  16.5,24,  25.1,  35.9,   69.1 ,  48.0 , 0.00D,999.9, 010000,
722740,23160, 19890304,   46.5,24,   10.7,24, 1010.8,24,  922.3,24,  42.9,24,  10.1,24,  20.0,  29.9,   64.9 ,  33.1 , 0.00D,999.9, 010000,
722740,23160, 19890305,   48.3,24,   16.2,24, 1020.1,24,  930.6,24,  42.3,24,   6.8,24,  12.0,  17.1,   66.9*,  32.0 , 0.00D,999.9, 000000,
722740,23160, 19890306,   58.5,24,   15.9,24, 1017.1,24,  928.5,24,  40.6,24,  10.5,24,  19.0,  22.0,   77.0*,  48.0*, 0.00D,999.9, 000000,
722740,23160, 19890307,   64.8,24,   20.5,24, 1011.6,24,  924.3,24,  40.2,24,   7.2,24,  10.1, 999.9,   86.0*,  46.9 , 0.00D,999.9, 000000,
722740,23160, 19890308,   69.8,24,   27.6,24, 1012.8,24,  925.9,24,  39.8,24,   7.4,24,  13.0, 999.9,   89.1*,  46.9 , 0.00D,999.9, 000000,
722740,23160, 19890309,   71.4,24,   27.7,24, 1016.0,24,  928.9,24,  41.8,24,   7.4,24,  12.0, 999.9,   93.0*,  52.0 , 0.00D,999.9, 000000,
722740,23160, 19890310,   72.7,24,   27.9,24, 1016.6,24,  929.6,24,  39.8,24,   7.8,24,  13.0, 999.9,   96.1*,  52.0 , 0.00D,999.9, 000000,
722740,23160, 19890311,   73.0,24,   29.0,24, 1016.0,24,  929.2,24,  36.5,24,   8.2,24,  14.0, 999.9,   97.0 ,  52.0 , 0.00D,999.9, 000000,
722740,23160, 19890312,   70.8,24,   26.0,24, 1015.4,24,  928.4,24,  38.9,24,   8.3,24,  14.0, 999.9,   91.9 ,  52.0 , 0.00D,999.9, 000000,
722740,23160, 19890313,   72.3,24,   26.3,24, 1012.8,24,  926.2,24,  41.4,24,   9.4,24,  18.1,  25.1,   93.0 ,  52.0 , 0.00D,999.9, 000000,
722740,23160, 19890314,   67.0,24,   18.9,24, 1010.1,24,  923.3,24,  42.3,24,   9.1,24,  20.0, 999.9,   88.0 ,  48.9 , 0.00D,999.9, 000000,
722740,23160, 19890315,   68.6,24,   25.8,24, 1010.6,24,  923.8,24,  44.7,24,   8.5,24,  14.0,  19.0,   84.9 ,  48.9 , 0.00D,999.9, 000000,
722740,23160, 19890316,   69.0,24,   27.1,24, 1011.5,24,  924.7,24,  41.0,24,   7.8,24,  12.0, 999.9,   86.0 ,  52.0 , 0.00D,999.9, 000000,
722740,23160, 19890317,   69.3,24,   28.9,24, 1012.2,24,  925.4,24,  41.0,24,   8.5,24,  14.0,  21.0,   87.1*,  50.0 , 0.00D,999.9, 000000,
722740,23160, 19890318,   70.4,24,   25.0,24, 1014.5,24,  927.5,24,  41.0,24,   8.6,24,  13.0,  18.1,   88.0 ,  50.0 , 0.00D,999.9, 000000,
722740,23160, 19890319,   70.8,24,   24.0,24, 1013.4,24,  926.6,24,  41.0,24,   8.5,24,  15.9,  26.0,   89.1 ,  51.1 , 0.00D,999.9, 000000,
722740,23160, 19890320,   68.8,24,   25.5,24, 1009.9,24,  923.3,24,  41.8,24,   9.8,24,  20.0,  27.0,   88.0 ,  51.1 , 0.00D,999.9, 000000,
722740,23160, 19890321,   63.6,24,   11.9,24, 1016.6,24,  929.0,24,  43.1,24,   9.5,24,  17.1,  27.0,   81.0 ,  43.0 , 0.00D,999.9, 000000,
722740,23160, 19890322,   65.4,24,   11.9,24, 1013.8,24,  926.4,24,  42.3,24,   8.2,24,  13.0, 999.9,   84.9*,  43.0 , 0.00D,999.9, 000000,
722740,23160, 19890323,   67.3,24,   16.3,24, 1010.6,24,  923.7,24,  42.3,24,   9.7,24,  17.1,  24.1,   86.0 ,  46.0 , 0.00D,999.9, 000000,
722740,23160, 19890324,   66.5,24,   24.3,24, 1012.9,24,  925.8,24,  46.4,24,   8.7,24,  18.1,  22.0,   84.0 ,  48.0 , 0.00D,999.9, 000000,
722740,23160, 19890325,   66.5,24,   22.2,24, 1011.9,24,  924.8,24,  45.6,24,   9.5,24,  15.0,  22.0,   82.9 ,  48.0 , 0.00D,999.9, 000000,
722740,23160, 19890326,   62.4,24,   31.3,24, 1007.2,24,  920.4,24,  35.1,24,  12.2,24,  18.1,  28.9,   82.0 ,  46.9*, 0.00D,999.9, 010000,
722740,23160, 19890327,   48.6,24,   41.7,24, 1010.8,24,  922.4,24,  29.8,24,   8.8,24,  15.9, 999.9,   66.9 ,  43.0 , 0.62G,999.9, 110000,
